Responder Type,Year,Survey Responder,Survey question,Response option,Percent,N
Firm Size - Annual Revenue,2023,>$1M,"Employment change, prior 12 months",Increased,31%,2071
Firm Size - Annual Revenue,2017,<$1M,"Employment expectations, next 12 months",Will increase,46%,4096
Firm Size - Annual Revenue,2017,>$1M,"Employment expectations, next 12 months",Will increase,52%,3322
Firm Size - Annual Revenue,2018,<$1M,"Employment expectations, next 12 months",Will increase,43%,3731
Firm Size - Annual Revenue,2018,>$1M,"Employment expectations, next 12 months",Will increase,48%,2492
Firm Size - Annual Revenue,2019,<$1M,"Employment expectations, next 12 months",Will increase,42%,3022
Firm Size - Annual Revenue,2019,>$1M,"Employment expectations, next 12 months",Will increase,48%,1863
Firm Size - Annual Revenue,2020,<$1M,"Employment expectations, next 12 months",Will increase,31%,5793
Firm Size - Annual Revenue,2020,>$1M,"Employment expectations, next 12 months",Will increase,34%,3382
Firm Size - Annual Revenue,2021,<$1M,"Employment expectations, next 12 months",Will increase,37%,7463
Firm Size - Annual Revenue,2021,>$1M,"Employment expectations, next 12 months",Will increase,50%,2788
Firm Size - Annual Revenue,2022,<$1M,"Employment expectations, next 12 months",Will increase,37%,5327
Firm Size - Annual Revenue,2022,>$1M,"Employment expectations, next 12 months",Will increase,40%,2110
Firm Size - Annual Revenue,2023,<$1M,"Employment expectations, next 12 months",Will increase,36%,3836
Firm Size - Annual Revenue,2023,>$1M,"Employment expectations, next 12 months",Will increase,41%,2085
Firm Size - Annual Revenue,2017,<$1M,"Profitability, end of prior year",Operating at a profit,51%,4207
Firm Size - Annual Revenue,2017,>$1M,"Profitability, end of prior year",Operating at a profit,70%,3453
Firm Size - Annual Revenue,2018,<$1M,"Profitability, end of prior year",Operating at a profit,50%,3683
Firm Size - Annual Revenue,2018,>$1M,"Profitability, end of prior year",Operating at a profit,71%,2493
Firm Size - Annual Revenue,2019,<$1M,"Profitability, end of prior year",Operating at a profit,52%,2989
Firm Size - Annual Revenue,2019,>$1M,"Profitability, end of prior year",Operating at a profit,71%,1873
Firm Size - Annual Revenue,2020,<$1M,"Profitability, end of prior year",Operating at a profit,59%,5746
Firm Size - Annual Revenue,2020,>$1M,"Profitability, end of prior year",Operating at a profit,76%,3382
Firm Size - Annual Revenue,2021,<$1M,"Profitability, end of prior year",Operating at a profit,28%,7373
Firm Size - Annual Revenue,2021,>$1M,"Profitability, end of prior year",Operating at a profit,56%,2749
Firm Size - Annual Revenue,2022,<$1M,"Profitability, end of prior year",Operating at a profit,37%,5339
Firm Size - Annual Revenue,2022,>$1M,"Profitability, end of prior year",Operating at a profit,66%,2097
Firm Size - Annual Revenue,2023,<$1M,"Profitability, end of prior year",Operating at a profit,38%,3790
Firm Size - Annual Revenue,2023,>$1M,"Profitability, end of prior year",Operating at a profit,69%,2081
Firm Size - Annual Revenue,2017,<$1M,"Revenue change, prior 12 months",Increased,54%,4239
Firm Size - Annual Revenue,2017,>$1M,"Revenue change, prior 12 months",Increased,51%,3422
Firm Size - Annual Revenue,2018,<$1M,"Revenue change, prior 12 months",Increased,57%,3741
Firm Size - Annual Revenue,2018,>$1M,"Revenue change, prior 12 months",Increased,58%,2481
Firm Size - Annual Revenue,2019,<$1M,"Revenue change, prior 12 months",Increased,57%,3004
Firm Size - Annual Revenue,2019,>$1M,"Revenue change, prior 12 months",Increased,56%,1843
Firm Size - Annual Revenue,2020,<$1M,"Revenue change, prior 12 months",Increased,13%,5909
Firm Size - Annual Revenue,2020,>$1M,"Revenue change, prior 12 months",Increased,17%,3405
Firm Size - Annual Revenue,2021,<$1M,"Revenue change, prior 12 months",Increased,34%,7473
Firm Size - Annual Revenue,2021,>$1M,"Revenue change, prior 12 months",Increased,49%,2750
Firm Size - Annual Revenue,2022,<$1M,"Revenue change, prior 12 months",Increased,41%,5356
Firm Size - Annual Revenue,2022,>$1M,"Revenue change, prior 12 months",Increased,53%,2066
Firm Size - Annual Revenue,2023,<$1M,"Revenue change, prior 12 months",Increased,42%,3720
Firm Size - Annual Revenue,2023,>$1M,"Revenue change, prior 12 months",Increased,44%,2024
Firm Size - Annual Revenue,2017,<$1M,"Revenue expectations, next 12 months",Will increase,73%,4286
Firm Size - Annual Revenue,2017,>$1M,"Revenue expectations, next 12 months",Will increase,69%,3451
Firm Size - Annual Revenue,2018,<$1M,"Revenue expectations, next 12 months",Will increase,73%,3774
Firm Size - Annual Revenue,2018,>$1M,"Revenue expectations, next 12 months",Will increase,69%,2478
Firm Size - Annual Revenue,2019,<$1M,"Revenue expectations, next 12 months",Will increase,70%,2993
Firm Size - Annual Revenue,2019,>$1M,"Revenue expectations, next 12 months",Will increase,67%,1831
Firm Size - Annual Revenue,2020,<$1M,"Revenue expectations, next 12 months",Will increase,41%,5941
Firm Size - Annual Revenue,2020,>$1M,"Revenue expectations, next 12 months",Will increase,41%,3426
Firm Size - Annual Revenue,2021,<$1M,"Revenue expectations, next 12 months",Will increase,57%,7522
Firm Size - Annual Revenue,2021,>$1M,"Revenue expectations, next 12 months",Will increase,63%,2780
Firm Size - Annual Revenue,2022,<$1M,"Revenue expectations, next 12 months",Will increase,57%,5422
Firm Size - Annual Revenue,2022,>$1M,"Revenue expectations, next 12 months",Will increase,52%,2084
Firm Size - Annual Revenue,2023,<$1M,"Revenue expectations, next 12 months",Will increase,57%,3773
Firm Size - Annual Revenue,2023,>$1M,"Revenue expectations, next 12 months",Will increase,55%,2059
Firm Size - Annual Revenue,2017,<$1M,Share that experienced a financial challenge,Experienced a financial challenge,69%,4313
Firm Size - Annual Revenue,2017,>$1M,Share that experienced a financial challenge,Experienced a financial challenge,53%,3450
Firm Size - Annual Revenue,2018,<$1M,Share that experienced a financial challenge,Experienced a financial challenge,68%,3794
Firm Size - Annual Revenue,2018,>$1M,Share that experienced a financial challenge,Experienced a financial challenge,54%,2467
Firm Size - Annual Revenue,2019,<$1M,Share that experienced a financial challenge,Experienced a financial challenge,69%,3088
Firm Size - Annual Revenue,2019,>$1M,Share that experienced a financial challenge,Experienced a financial challenge,59%,1870
Firm Size - Annual Revenue,2020,<$1M,Share that experienced a financial challenge,Experienced a financial challenge,85%,5973
Firm Size - Annual Revenue,2020,>$1M,Share that experienced a financial challenge,Experienced a financial challenge,72%,3424
Firm Size - Annual Revenue,2021,<$1M,Share that experienced a financial challenge,Experienced a financial challenge,88%,7657
Firm Size - Annual Revenue,2021,>$1M,Share that experienced a financial challenge,Experienced a financial challenge,74%,2794
Firm Size - Annual Revenue,2022,<$1M,Share that experienced a financial challenge,Experienced a financial challenge,95%,5544
Firm Size - Annual Revenue,2022,>$1M,Share that experienced a financial challenge,Experienced a financial challenge,91%,2124
Firm Size - Annual Revenue,2023,<$1M,Share that experienced a financial challenge,Experienced a financial challenge,94%,3893
Firm Size - Annual Revenue,2023,>$1M,Share that experienced a financial challenge,Experienced a financial challenge,91%,2097
Firm Size - Annual Revenue,2017,<$1M,Share with outstanding debt,Have outstanding debt,67%,4278
Firm Size - Annual Revenue,2017,>$1M,Share with outstanding debt,Have outstanding debt,70%,3397
Firm Size - Annual Revenue,2018,<$1M,Share with outstanding debt,Have outstanding debt,70%,3786
Firm Size - Annual Revenue,2018,>$1M,Share with outstanding debt,Have outstanding debt,73%,2471
Firm Size - Annual Revenue,2019,<$1M,Share with outstanding debt,Have outstanding debt,70%,3059
Firm Size - Annual Revenue,2019,>$1M,Share with outstanding debt,Have outstanding debt,73%,1877
Firm Size - Annual Revenue,2020,<$1M,Share with outstanding debt,Have outstanding debt,78%,5850
Firm Size - Annual Revenue,2020,>$1M,Share with outstanding debt,Have outstanding debt,82%,3375
Firm Size - Annual Revenue,2021,<$1M,Share with outstanding debt,Have outstanding debt,75%,7541
Firm Size - Annual Revenue,2021,>$1M,Share with outstanding debt,Have outstanding debt,73%,2764
Firm Size - Annual Revenue,2022,<$1M,Share with outstanding debt,Have outstanding debt,73%,5455
Firm Size - Annual Revenue,2022,>$1M,Share with outstanding debt,Have outstanding debt,70%,2098
Firm Size - Annual Revenue,2023,<$1M,Share with outstanding debt,Have outstanding debt,73%,3874
Firm Size - Annual Revenue,2023,>$1M,Share with outstanding debt,Have outstanding debt,70%,2084
Gender of Owner(s),2016,Men-owned,Actions taken in response to financial challenges,Used personal funds,74%,1869
Gender of Owner(s),2016,Women-owned,Actions taken in response to financial challenges,Used personal funds,78%,1598
Gender of Owner(s),2016,Equally owned,Actions taken in response to financial challenges,Used personal funds,75%,501
Gender of Owner(s),2017,Men-owned,Actions taken in response to financial challenges,Used personal funds,66%,2565
Gender of Owner(s),2017,Women-owned,Actions taken in response to financial challenges,Used personal funds,69%,1766
Gender of Owner(s),2017,Equally owned,Actions taken in response to financial challenges,Used personal funds,67%,625
Gender of Owner(s),2018,Men-owned,Actions taken in response to financial challenges,Used personal funds,66%,1980
Gender of Owner(s),2018,Women-owned,Actions taken in response to financial challenges,Used personal funds,69%,1566
Gender of Owner(s),2018,Equally owned,Actions taken in response to financial challenges,Used personal funds,69%,521
Gender of Owner(s),2020,Men-owned,Actions taken in response to financial challenges,Used personal funds,62%,3804
Gender of Owner(s),2020,Women-owned,Actions taken in response to financial challenges,Used personal funds,65%,3227
Gender of Owner(s),2020,Equally owned,Actions taken in response to financial challenges,Used personal funds,61%,866
Gender of Owner(s),2021,Men-owned,Actions taken in response to financial challenges,Used personal funds,59%,4321
Gender of Owner(s),2021,Women-owned,Actions taken in response to financial challenges,Used personal funds,64%,4173
Gender of Owner(s),2021,Equally owned,Actions taken in response to financial challenges,Used personal funds,63%,1043
Gender of Owner(s),2022,Men-owned,Actions taken in response to financial challenges,Used personal funds,50%,3359
Gender of Owner(s),2022,Women-owned,Actions taken in response to financial challenges,Used personal funds,61%,3357
Gender of Owner(s),2022,Equally owned,Actions taken in response to financial challenges,Used personal funds,53%,777
Gender of Owner(s),2023,Men-owned,Actions taken in response to financial challenges,Used personal funds,50%,2684
Gender of Owner(s),2023,Women-owned,Actions taken in response to financial challenges,Used personal funds,62%,2458
Gender of Owner(s),2023,Equally owned,Actions taken in response to financial challenges,Used personal funds,55%,635
Gender of Owner(s),2016,Men-owned,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",39%,5049
Gender of Owner(s),2016,Women-owned,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",38%,3556
Gender of Owner(s),2016,Equally owned,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",33%,1263
Gender of Owner(s),2017,Men-owned,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",35%,4506
Gender of Owner(s),2017,Women-owned,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",33%,2627
Gender of Owner(s),2017,Equally owned,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",31%,1036
Gender of Owner(s),2018,Men-owned,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",37%,3381
Gender of Owner(s),2018,Women-owned,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",34%,2336
Gender of Owner(s),2018,Equally owned,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",34%,897
Gender of Owner(s),2019,Men-owned,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",38%,2742
Gender of Owner(s),2019,Women-owned,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",35%,1795
Gender of Owner(s),2019,Equally owned,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",37%,617
